listing_id,date,available,price,,Avg_Price,Median_Price,,
21440813,7/1/2018,t,$48.00 ,,,,,
3967592,7/1/2018,t,$48.00 ,,,,,
3965658,7/1/2018,t,$48.00 ,,,,,
19265328,7/1/2018,t,$49.00 ,,,,,
19266513,7/1/2018,t,$49.00 ,,,,,
19258234,7/1/2018,t,$49.00 ,,,,,
20520099,7/1/2018,t,$49.00 ,,,,,
19910241,7/1/2018,t,$49.00 ,,,,,
24372384,7/1/2018,t,$50.00 ,,,,,
18194673,7/1/2018,t,$50.00 ,,,,,
20978478,7/1/2018,t,$50.00 ,,,,,
7482195,7/1/2018,t,$50.00 ,,,,,
24698814,7/1/2018,t,$50.00 ,,,,,
18612312,7/1/2018,t,$50.00 ,,,,,
8469735,7/1/2018,t,$50.00 ,,,,,
18613633,7/1/2018,t,$50.00 ,,,,,
8326439,7/1/2018,t,$50.00 ,,,,,
23258400,7/1/2018,t,$50.00 ,,,,,
19209066,7/1/2018,t,$50.00 ,,,,,
3965492,7/1/2018,t,$54.00 ,,,,,
3965313,7/1/2018,t,$54.00 ,,,,,
3966772,7/1/2018,t,$54.00 ,,,,,
3967016,7/1/2018,t,$54.00 ,,,,,
3966626,7/1/2018,t,$54.00 ,,,,,
225979,7/1/2018,t,$55.00 ,,,,,
12274601,7/1/2018,t,$55.00 ,,,,,
21185484,7/1/2018,t,$55.00 ,,,,,
19911540,7/1/2018,t,$55.00 ,,,,,
21152722,7/1/2018,t,$55.00 ,,,,,
13624971,7/1/2018,t,$55.00 ,,,,,
19526556,7/1/2018,t,$55.00 ,,,,,
22889428,7/1/2018,t,$55.00 ,,,,,
8801250,7/1/2018,t,$56.00 ,,,,,
17843922,7/1/2018,t,$56.00 ,,,,,
24310232,7/1/2018,t,$56.00 ,,,,,
22105624,7/1/2018,t,$56.00 ,,,,,
1668313,7/1/2018,t,$57.00 ,,,,,
24370437,7/1/2018,t,$59.00 ,,,,,
5521378,7/1/2018,t,$59.00 ,,,,,
20235208,7/1/2018,t,$59.00 ,,,,,
21566074,7/1/2018,t,$59.00 ,,,,,
21563897,7/1/2018,t,$59.00 ,,,,,
21552573,7/1/2018,t,$59.00 ,,,,,
23981683,7/1/2018,t,$59.00 ,,,,,
23957946,7/1/2018,t,$59.00 ,,,,,
23981374,7/1/2018,t,$59.00 ,,,,,
17419858,7/1/2018,t,$60.00 ,,,,,
19083352,7/1/2018,t,$60.00 ,,,,,
9727523,7/1/2018,t,$60.00 ,,,,,
9312062,7/1/2018,t,$60.00 ,,,,,
5874408,7/1/2018,t,$60.00 ,,,,,
23799625,7/1/2018,t,$60.00 ,,,,,
21385965,7/1/2018,t,$60.00 ,,,,,
17396467,7/1/2018,t,$60.00 ,,,,,
23662326,7/1/2018,t,$60.00 ,,,,,
23898302,7/1/2018,t,$60.00 ,,,,,
15122796,7/1/2018,t,$60.00 ,,,,,
23064117,7/1/2018,t,$60.00 ,,,,,
23190483,7/1/2018,t,$60.00 ,,,,,
22889640,7/1/2018,t,$60.00 ,,,,,
22889733,7/1/2018,t,$60.00 ,,,,,
22889540,7/1/2018,t,$60.00 ,,,,,
20216964,7/1/2018,t,$60.00 ,,,,,
24918546,7/1/2018,t,$61.00 ,,,,,
17476391,7/1/2018,t,$62.00 ,,,,,
19102964,7/1/2018,t,$62.00 ,,,,,
21175841,7/1/2018,t,$62.00 ,,,,,
24918551,7/1/2018,t,$62.00 ,,,,,
6780300,7/1/2018,t,$63.00 ,,,,,
6709682,7/1/2018,t,$63.00 ,,,,,
24312147,7/1/2018,t,$64.00 ,,,,,
6976,7/1/2018,t,$65.00 ,,,,,
3075044,7/1/2018,t,$65.00 ,,,,,
225834,7/1/2018,t,$65.00 ,,,,,
11912139,7/1/2018,t,$65.00 ,,,,,
4015972,7/1/2018,t,$65.00 ,,,,,
23525387,7/1/2018,t,$65.00 ,,,,,
4736217,7/1/2018,t,$65.00 ,,,,,
20882903,7/1/2018,t,$65.00 ,,,,,
6425318,7/1/2018,t,$65.00 ,,,,,
20928111,7/1/2018,t,$65.00 ,,,,,
13137300,7/1/2018,t,$65.00 ,,,,,
24649082,7/1/2018,t,$65.00 ,,,,,
15085512,7/1/2018,t,$65.00 ,,,,,
21112581,7/1/2018,t,$65.00 ,,,,,
14067531,7/1/2018,t,$66.00 ,,,,,
23487191,7/1/2018,t,$66.00 ,,,,,
14682931,7/1/2018,t,$67.00 ,,,,,
21062843,7/1/2018,t,$67.00 ,,,,,
19727919,7/1/2018,t,$67.00 ,,,,,
24113222,7/1/2018,t,$68.00 ,,,,,
1596664,7/1/2018,t,$68.00 ,,,,,
24944930,7/1/2018,t,$68.00 ,,,,,
24372707,7/1/2018,t,$68.00 ,,,,,
18979061,7/1/2018,t,$69.00 ,,,,,
21414884,7/1/2018,t,$69.00 ,,,,,
22525268,7/1/2018,t,$69.00 ,,,,,
7880828,7/1/2018,t,$69.00 ,,,,,
2933661,7/1/2018,t,$70.00 ,,,,,
19236205,7/1/2018,t,$70.00 ,,,,,
13531200,7/1/2018,t,$70.00 ,,,,,
21519079,7/1/2018,t,$70.00 ,,,,,
1471308,7/1/2018,t,$70.00 ,,,,,
20064794,7/1/2018,t,$70.00 ,,,,,
60029,7/1/2018,t,$70.00 ,,,,,
19225442,7/1/2018,t,$70.00 ,,,,,
24918538,7/1/2018,t,$71.00 ,,,,,
24918554,7/1/2018,t,$71.00 ,,,,,
753446,7/1/2018,t,$72.00 ,,,,,
14747309,7/1/2018,t,$72.00 ,,,,,
8720718,7/1/2018,t,$74.00 ,,,,,
1494726,7/1/2018,t,$75.00 ,,,,,
19991354,7/1/2018,t,$75.00 ,,,,,
3755609,7/1/2018,t,$75.00 ,,,,,
1861070,7/1/2018,t,$75.00 ,,,,,
7879708,7/1/2018,t,$75.00 ,,,,,
22360028,7/1/2018,t,$75.00 ,,,,,
2798787,7/1/2018,t,$75.00 ,,,,,
23057830,7/1/2018,t,$75.00 ,,,,,
4223387,7/1/2018,t,$75.00 ,,,,,
7092144,7/1/2018,t,$75.00 ,,,,,
19940377,7/1/2018,t,$75.00 ,,,,,
19209396,7/1/2018,t,$75.00 ,,,,,
18975942,7/1/2018,t,$75.00 ,,,,,
20194022,7/1/2018,t,$75.00 ,,,,,
19222305,7/1/2018,t,$75.00 ,,,,,
20730943,7/1/2018,t,$75.00 ,,,,,
21949820,7/1/2018,t,$75.00 ,,,,,
10190260,7/1/2018,t,$75.00 ,,,,,
19223966,7/1/2018,t,$75.00 ,,,,,
23893801,7/1/2018,t,$75.00 ,,,,,
24077385,7/1/2018,t,$75.00 ,,,,,
15536111,7/1/2018,t,$75.00 ,,,,,
23592621,7/1/2018,t,$75.00 ,,,,,
24077827,7/1/2018,t,$75.00 ,,,,,
24855865,7/1/2018,t,$75.00 ,,,,,
23591912,7/1/2018,t,$75.00 ,,,,,
23592492,7/1/2018,t,$75.00 ,,,,,
23890893,7/1/2018,t,$75.00 ,,,,,
24078031,7/1/2018,t,$75.00 ,,,,,
23893092,7/1/2018,t,$75.00 ,,,,,
24855703,7/1/2018,t,$75.00 ,,,,,
20660605,7/1/2018,t,$75.00 ,,,,,
23892425,7/1/2018,t,$75.00 ,,,,,
20137158,7/1/2018,t,$75.00 ,,,,,
19088192,7/1/2018,t,$75.00 ,,,,,
21931780,7/1/2018,t,$75.00 ,,,,,
21244679,7/1/2018,t,$76.00 ,,,,,
18868165,7/1/2018,t,$76.00 ,,,,,
20783972,7/1/2018,t,$77.00 ,,,,,
24775530,7/1/2018,t,$78.00 ,,,,,
22193525,7/1/2018,t,$78.00 ,,,,,
22847606,7/1/2018,t,$78.00 ,,,,,
12071820,7/1/2018,t,$78.00 ,,,,,
22192478,7/1/2018,t,$78.00 ,,,,,
9824155,7/1/2018,t,$78.00 ,,,,,
15099163,7/1/2018,t,$79.00 ,,,,,
24193805,7/1/2018,t,$79.00 ,,,,,
8981656,7/1/2018,t,$79.00 ,,,,,
1301500,7/1/2018,t,$79.00 ,,,,,
16536379,7/1/2018,t,$79.00 ,,,,,
15149497,7/1/2018,t,$79.00 ,,,,,
9145242,7/1/2018,t,$79.00 ,,,,,
1445064,7/1/2018,t,$79.00 ,,,,,
21174905,7/1/2018,t,$79.00 ,,,,,
10279083,7/1/2018,t,$80.00 ,,,,,
23715966,7/1/2018,t,$80.00 ,,,,,
24401790,7/1/2018,t,$80.00 ,,,,,
18623896,7/1/2018,t,$80.00 ,,,,,
4160585,7/1/2018,t,$80.00 ,,,,,
24648787,7/1/2018,t,$80.00 ,,,,,
69369,7/1/2018,t,$80.00 ,,,,,
24808907,7/1/2018,t,$80.00 ,,,,,
4315439,7/1/2018,t,$80.00 ,,,,,
21244726,7/1/2018,t,$80.00 ,,,,,
19501578,7/1/2018,t,$80.00 ,,,,,
17807912,7/1/2018,t,$82.00 ,,,,,
16188028,7/1/2018,t,$82.00 ,,,,,
16494984,7/1/2018,t,$83.00 ,,,,,
6676364,7/1/2018,t,$84.00 ,,,,,
24477391,7/1/2018,t,$84.00 ,,,,,
4638356,7/1/2018,t,$84.00 ,,,,,
19702475,7/1/2018,t,$85.00 ,,,,,
777903,7/1/2018,t,$85.00 ,,,,,
23130675,7/1/2018,t,$85.00 ,,,,,
25036684,7/1/2018,t,$85.00 ,,,,,
23367809,7/1/2018,t,$85.00 ,,,,,
24492850,7/1/2018,t,$85.00 ,,,,,
9459945,7/1/2018,t,$85.00 ,,,,,
18789766,7/1/2018,t,$85.00 ,,,,,
18777049,7/1/2018,t,$85.00 ,,,,,
18789496,7/1/2018,t,$85.00 ,,,,,
18899037,7/1/2018,t,$85.00 ,,,,,
18898296,7/1/2018,t,$85.00 ,,,,,
3727560,7/1/2018,t,$85.00 ,,,,,
17892769,7/1/2018,t,$85.00 ,,,,,
18411906,7/1/2018,t,$85.00 ,,,,,
16322139,7/1/2018,t,$85.00 ,,,,,
20790373,7/1/2018,t,$85.00 ,,,,,
17611122,7/1/2018,t,$85.00 ,,,,,
24628253,7/1/2018,t,$85.00 ,,,,,
16002324,7/1/2018,t,$87.00 ,,,,,
9575439,7/1/2018,t,$88.00 ,,,,,
24347267,7/1/2018,t,$89.00 ,,,,,
19347381,7/1/2018,t,$89.00 ,,,,,
20812122,7/1/2018,t,$89.00 ,,,,,
21642930,7/1/2018,t,$89.00 ,,,,,
1721016,7/1/2018,t,$90.00 ,,,,,
24733867,7/1/2018,t,$90.00 ,,,,,
2698996,7/1/2018,t,$90.00 ,,,,,
22308544,7/1/2018,t,$90.00 ,,,,,
4586681,7/1/2018,t,$90.00 ,,,,,
24645479,7/1/2018,t,$90.00 ,,,,,
21669097,7/1/2018,t,$90.00 ,,,,,
21674132,7/1/2018,t,$90.00 ,,,,,
11498523,7/1/2018,t,$90.00 ,,,,,
9382898,7/1/2018,t,$90.00 ,,,,,
10233104,7/1/2018,t,$90.00 ,,,,,
12233043,7/1/2018,t,$90.00 ,,,,,
12233285,7/1/2018,t,$90.00 ,,,,,
24328144,7/1/2018,t,$91.00 ,,,,,
8193344,7/1/2018,t,$93.00 ,,,,,
8316068,7/1/2018,t,$93.00 ,,,,,
21673781,7/1/2018,t,$93.00 ,,,,,
8200839,7/1/2018,t,$94.00 ,,,,,
18802946,7/1/2018,t,$95.00 ,,,,,
24474156,7/1/2018,t,$95.00 ,,,,,
21674431,7/1/2018,t,$95.00 ,,,,,
21325417,7/1/2018,t,$95.00 ,,,,,
21240095,7/1/2018,t,$95.00 ,,,,,
10356880,7/1/2018,t,$95.00 ,,,,,
18829493,7/1/2018,t,$95.00 ,,,,,
15719599,7/1/2018,t,$95.00 ,,,,,
15535385,7/1/2018,t,$95.00 ,,,,,
12233225,7/1/2018,t,$95.00 ,,,,,
23327519,7/1/2018,t,$95.00 ,,,,,
2636365,7/1/2018,t,$96.00 ,,,,,
14881574,7/1/2018,t,$96.00 ,,,,,
1115394,7/1/2018,t,$97.00 ,,,,,
3493840,7/1/2018,t,$98.00 ,,,,,
4233242,7/1/2018,t,$98.00 ,,,,,
9711934,7/1/2018,t,$98.00 ,,,,,
16071749,7/1/2018,t,$98.00 ,,,,,
9218312,7/1/2018,t,$99.00 ,,,,,
24186330,7/1/2018,t,$99.00 ,,,,,
12781774,7/1/2018,t,$99.00 ,,,,,
21597670,7/1/2018,t,$99.00 ,,,,,
21674283,7/1/2018,t,$99.00 ,,,,,
17591837,7/1/2018,t,$99.00 ,,,,,
17359335,7/1/2018,t,$99.00 ,,,,,
19315157,7/1/2018,t,$99.00 ,,,,,
1178106,7/1/2018,t,$99.00 ,,,,,
23624420,7/1/2018,t,$100.00 ,,,,,
5969920,7/1/2018,t,$100.00 ,,,,,
25043008,7/1/2018,t,$100.00 ,,,,,
21862176,7/1/2018,t,$100.00 ,,,,,
19364110,7/1/2018,t,$100.00 ,,,,,
22232435,7/1/2018,t,$100.00 ,,,,,
24963651,7/1/2018,t,$100.00 ,,,,,
1090545,7/1/2018,t,$100.00 ,,,,,
1090413,7/1/2018,t,$100.00 ,,,,,
13883902,7/1/2018,t,$100.00 ,,,,,
21829663,7/1/2018,t,$100.00 ,,,,,
19820050,7/1/2018,t,$100.00 ,,,,,
1178162,7/1/2018,t,$100.00 ,,,,,
22293815,7/1/2018,t,$102.00 ,,,,,
21134436,7/1/2018,t,$102.00 ,,,,,
21788076,7/1/2018,t,$103.00 ,,,,,
10253591,7/1/2018,t,$105.00 ,,,,,
6764572,7/1/2018,t,$105.00 ,,,,,
225224,7/1/2018,t,$105.00 ,,,,,
1147871,7/1/2018,t,$105.00 ,,,,,
11618815,7/1/2018,t,$105.00 ,,,,,
13594886,7/1/2018,t,$106.00 ,,,,,
17333101,7/1/2018,t,$108.00 ,,,,,
24391673,7/1/2018,t,$109.00 ,,,,,
22718195,7/1/2018,t,$110.00 ,,,,,
4149974,7/1/2018,t,$110.00 ,,,,,
22846729,7/1/2018,t,$110.00 ,,,,,
1589392,7/1/2018,t,$110.00 ,,,,,
21642295,7/1/2018,t,$110.00 ,,,,,
23817571,7/1/2018,t,$110.00 ,,,,,
23841028,7/1/2018,t,$110.00 ,,,,,
22384510,7/1/2018,t,$110.00 ,,,,,
15508735,7/1/2018,t,$110.00 ,,,,,
17359540,7/1/2018,t,$111.00 ,,,,,
14769652,7/1/2018,t,$112.00 ,,,,,
21862054,7/1/2018,t,$114.00 ,,,,,
5280183,7/1/2018,t,$114.00 ,,,,,
2219399,7/1/2018,t,$115.00 ,,,,,
18612685,7/1/2018,t,$115.00 ,,,,,
568234,7/1/2018,t,$115.00 ,,,,,
15232044,7/1/2018,t,$115.00 ,,,,,
20282569,7/1/2018,t,$115.00 ,,,,,
13908031,7/1/2018,t,$115.00 ,,,,,
1141522,7/1/2018,t,$115.00 ,,,,,
19790139,7/1/2018,t,$115.00 ,,,,,
5976821,7/1/2018,t,$116.00 ,,,,,
22327142,7/1/2018,t,$116.00 ,,,,,
22099733,7/1/2018,t,$117.00 ,,,,,
22327139,7/1/2018,t,$117.00 ,,,,,
18290558,7/1/2018,t,$118.00 ,,,,,
6238463,7/1/2018,t,$119.00 ,,,,,
13460331,7/1/2018,t,$119.00 ,,,,,
18342707,7/1/2018,t,$119.00 ,,,,,
22327141,7/1/2018,t,$119.00 ,,,,,
17974950,7/1/2018,t,$119.00 ,,,,,
2014651,7/1/2018,t,$120.00 ,,,,,
9117009,7/1/2018,t,$120.00 ,,,,,
19182228,7/1/2018,t,$120.00 ,,,,,
18342681,7/1/2018,t,$120.00 ,,,,,
2798599,7/1/2018,t,$120.00 ,,,,,
17382859,7/1/2018,t,$121.00 ,,,,,
13874533,7/1/2018,t,$121.00 ,,,,,
20933869,7/1/2018,t,$122.00 ,,,,,
20805018,7/1/2018,t,$122.00 ,,,,,
11924459,7/1/2018,t,$123.00 ,,,,,
21239976,7/1/2018,t,$123.00 ,,,,,
13829133,7/1/2018,t,$124.00 ,,,,,
15043894,7/1/2018,t,$124.00 ,,,,,
24231732,7/1/2018,t,$124.00 ,,,,,
4603588,7/1/2018,t,$124.00 ,,,,,
5434353,7/1/2018,t,$125.00 ,,,,,
4105704,7/1/2018,t,$125.00 ,,,,,
11159585,7/1/2018,t,$125.00 ,,,,,
6629929,7/1/2018,t,$125.00 ,,,,,
23592161,7/1/2018,t,$125.00 ,,,,,
8734707,7/1/2018,t,$125.00 ,,,,,
6764040,7/1/2018,t,$125.00 ,,,,,
15267069,7/1/2018,t,$125.00 ,,,,,
12979965,7/1/2018,t,$125.00 ,,,,,
2846739,7/1/2018,t,$125.00 ,,,,,
20574167,7/1/2018,t,$125.00 ,,,,,
1102623,7/1/2018,t,$125.00 ,,,,,
990668,7/1/2018,t,$127.00 ,,,,,
19103076,7/1/2018,t,$129.00 ,,,,,
15548410,7/1/2018,t,$129.00 ,,,,,
17942707,7/1/2018,t,$129.00 ,,,,,
12351909,7/1/2018,t,$129.00 ,,,,,
12308161,7/1/2018,t,$129.00 ,,,,,
18181482,7/1/2018,t,$130.00 ,,,,,
24647800,7/1/2018,t,$130.00 ,,,,,
14566386,7/1/2018,t,$132.00 ,,,,,
20663729,7/1/2018,t,$133.00 ,,,,,
25114970,7/1/2018,t,$134.00 ,,,,,
2378421,7/1/2018,t,$135.00 ,,,,,
14566378,7/1/2018,t,$135.00 ,,,,,
1071235,7/1/2018,t,$135.00 ,,,,,
1038465,7/1/2018,t,$135.00 ,,,,,
4020650,7/1/2018,t,$135.00 ,,,,,
2372987,7/1/2018,t,$136.00 ,,,,,
14966475,7/1/2018,t,$136.00 ,,,,,
23626671,7/1/2018,t,$137.00 ,,,,,
24826742,7/1/2018,t,$137.00 ,,,,,
21784164,7/1/2018,t,$138.00 ,,,,,
18686660,7/1/2018,t,$138.00 ,,,,,
20504207,7/1/2018,t,$138.00 ,,,,,
197972,7/1/2018,t,$139.00 ,,,,,
20213864,7/1/2018,t,$139.00 ,,,,,
21901787,7/1/2018,t,$139.00 ,,,,,
12535687,7/1/2018,t,$140.00 ,,,,,
7910223,7/1/2018,t,$140.00 ,,,,,
6730758,7/1/2018,t,$140.00 ,,,,,
20000347,7/1/2018,t,$140.00 ,,,,,
18890604,7/1/2018,t,$140.00 ,,,,,
16930596,7/1/2018,t,$140.00 ,,,,,
22354,7/1/2018,t,$140.00 ,,,,,
77681,7/1/2018,t,$140.00 ,,,,,
21707195,7/1/2018,t,$140.00 ,,,,,
1692573,7/1/2018,t,$145.00 ,,,,,
336946,7/1/2018,t,$145.00 ,,,,,
1426711,7/1/2018,t,$145.00 ,,,,,
23810462,7/1/2018,t,$145.00 ,,,,,
16971718,7/1/2018,t,$145.00 ,,,,,
5506,7/1/2018,t,$145.00 ,,,,,
23897752,7/1/2018,t,$145.00 ,,,,,
526970,7/1/2018,t,$145.00 ,,,,,
5734770,7/1/2018,t,$145.00 ,,,,,
20317526,7/1/2018,t,$145.00 ,,,,,
3615760,7/1/2018,t,$147.00 ,,,,,
8923817,7/1/2018,t,$148.00 ,,,,,
21806930,7/1/2018,t,$148.00 ,,,,,
14936298,7/1/2018,t,$148.00 ,,,,,
24724126,7/1/2018,t,$149.00 ,,,,,
24685384,7/1/2018,t,$149.00 ,,,,,
4098410,7/1/2018,t,$149.00 ,,,,,
6544267,7/1/2018,t,$149.00 ,,,,,
801722,7/1/2018,t,$149.00 ,,,,,
14522631,7/1/2018,t,$149.00 ,,,,,
15281436,7/1/2018,t,$149.00 ,,,,,
12344142,7/1/2018,t,$149.00 ,,,,,
1551467,7/1/2018,t,$150.00 ,,,,,
24868058,7/1/2018,t,$150.00 ,,,,,
13334098,7/1/2018,t,$150.00 ,,,,,
22013980,7/1/2018,t,$150.00 ,,,,,
22013981,7/1/2018,t,$150.00 ,,,,,
6990904,7/1/2018,t,$150.00 ,,,,,
23700221,7/1/2018,t,$150.00 ,,,,,
21981146,7/1/2018,t,$150.00 ,,,,,
19420578,7/1/2018,t,$150.00 ,,,,,
9834727,7/1/2018,t,$150.00 ,,,,,
1682936,7/1/2018,t,$150.00 ,,,,,
20947820,7/1/2018,t,$150.00 ,,,,,
18356892,7/1/2018,t,$150.00 ,,,,,
24345658,7/1/2018,t,$150.00 ,,,,,
9446242,7/1/2018,t,$150.00 ,,,,,
21574183,7/1/2018,t,$150.00 ,,,,,
19996962,7/1/2018,t,$150.00 ,,,,,
3371742,7/1/2018,t,$150.00 ,,,,,
18909357,7/1/2018,t,$150.00 ,,,,,
12897110,7/1/2018,t,$150.00 ,,,,,
21239746,7/1/2018,t,$150.00 ,,,,,
4315428,7/1/2018,t,$150.00 ,,,,,
13393418,7/1/2018,t,$150.00 ,,,,,
5174821,7/1/2018,t,$150.00 ,,,,,
21162873,7/1/2018,t,$151.00 ,,,,,
21547937,7/1/2018,t,$151.00 ,,,,,
21788082,7/1/2018,t,$152.00 ,,,,,
658029,7/1/2018,t,$152.00 ,,,,,
349347,7/1/2018,t,$152.00 ,,,,,
1197857,7/1/2018,t,$152.00 ,,,,,
5717690,7/1/2018,t,$152.00 ,,,,,
276450,7/1/2018,t,$152.00 ,,,,,
21237147,7/1/2018,t,$152.00 ,,,,,
23541823,7/1/2018,t,$153.00 ,,,,,
15175370,7/1/2018,t,$153.00 ,,,,,
14966548,7/1/2018,t,$154.00 ,,,,,
15071413,7/1/2018,t,$154.00 ,,,,,
25123882,7/1/2018,t,$155.00 ,,,,,
21383446,7/1/2018,t,$155.00 ,,,,,
14237196,7/1/2018,t,$157.00 ,,,,,
21498860,7/1/2018,t,$159.00 ,,,,,
8908145,7/1/2018,t,$160.00 ,,,,,
15251516,7/1/2018,t,$160.00 ,,,,,
19181603,7/1/2018,t,$160.00 ,,,,,
1042420,7/1/2018,t,$160.00 ,,,,,
22107268,7/1/2018,t,$160.00 ,,,,,
24140169,7/1/2018,t,$160.00 ,,,,,
22107267,7/1/2018,t,$160.00 ,,,,,
14168664,7/1/2018,t,$161.00 ,,,,,
14531631,7/1/2018,t,$163.00 ,,,,,
20015249,7/1/2018,t,$164.00 ,,,,,
5101552,7/1/2018,t,$165.00 ,,,,,
19351506,7/1/2018,t,$165.00 ,,,,,
4860853,7/1/2018,t,$165.00 ,,,,,
5639731,7/1/2018,t,$165.00 ,,,,,
24749244,7/1/2018,t,$165.00 ,,,,,
16930825,7/1/2018,t,$165.00 ,,,,,
1200502,7/1/2018,t,$165.00 ,,,,,
7916575,7/1/2018,t,$165.00 ,,,,,
5075267,7/1/2018,t,$165.00 ,,,,,
13697966,7/1/2018,t,$165.00 ,,,,,
5714786,7/1/2018,t,$165.00 ,,,,,
22121091,7/1/2018,t,$165.00 ,,,,,
7630340,7/1/2018,t,$167.00 ,,,,,
5153080,7/1/2018,t,$167.00 ,,,,,
15174147,7/1/2018,t,$167.00 ,,,,,
15173640,7/1/2018,t,$167.00 ,,,,,
6292261,7/1/2018,t,$169.00 ,,,,,
8422876,7/1/2018,t,$169.00 ,,,,,
801680,7/1/2018,t,$169.00 ,,,,,
14680277,7/1/2018,t,$169.00 ,,,,,
21679902,7/1/2018,t,$169.00 ,,,,,
23250950,7/1/2018,t,$169.00 ,,,,,
23090526,7/1/2018,t,$169.00 ,,,,,
17448181,7/1/2018,t,$169.00 ,,,,,
17559846,7/1/2018,t,$170.00 ,,,,,
220676,7/1/2018,t,$170.00 ,,,,,
19122257,7/1/2018,t,$170.00 ,,,,,
14125957,7/1/2018,t,$170.00 ,,,,,
14870402,7/1/2018,t,$170.00 ,,,,,
21950592,7/1/2018,t,$170.00 ,,,,,
13318522,7/1/2018,t,$172.00 ,,,,,
2875267,7/1/2018,t,$173.00 ,,,,,
15522020,7/1/2018,t,$173.00 ,,,,,
169938,7/1/2018,t,$174.00 ,,,,,
21107821,7/1/2018,t,$175.00 ,,,,,
4922204,7/1/2018,t,$175.00 ,,,,,
3342094,7/1/2018,t,$175.00 ,,,,,
20572354,7/1/2018,t,$175.00 ,,,,,
7789429,7/1/2018,t,$175.00 ,,,,,
22934377,7/1/2018,t,$175.00 ,,,,,
22937896,7/1/2018,t,$175.00 ,,,,,
2842124,7/1/2018,t,$175.00 ,,,,,
8403945,7/1/2018,t,$175.00 ,,,,,
6759439,7/1/2018,t,$175.00 ,,,,,
6851459,7/1/2018,t,$175.00 ,,,,,
6758462,7/1/2018,t,$175.00 ,,,,,
4623114,7/1/2018,t,$175.00 ,,,,,
11547657,7/1/2018,t,$175.00 ,,,,,
6762011,7/1/2018,t,$175.00 ,,,,,
5768819,7/1/2018,t,$175.00 ,,,,,
6758443,7/1/2018,t,$175.00 ,,,,,
5769127,7/1/2018,t,$175.00 ,,,,,
8025718,7/1/2018,t,$175.00 ,,,,,
7694365,7/1/2018,t,$175.00 ,,,,,
4278067,7/1/2018,t,$175.00 ,,,,,
21641017,7/1/2018,t,$175.00 ,,,,,
7694559,7/1/2018,t,$175.00 ,,,,,
7511737,7/1/2018,t,$175.00 ,,,,,
2292495,7/1/2018,t,$175.00 ,,,,,
5718801,7/1/2018,t,$175.00 ,,,,,
7476340,7/1/2018,t,$175.00 ,,,,,
4461846,7/1/2018,t,$175.00 ,,,,,
6851460,7/1/2018,t,$175.00 ,,,,,
17387160,7/1/2018,t,$175.00 ,,,,,
708802,7/1/2018,t,$175.00 ,,,,,
82637,7/1/2018,t,$175.00 ,,,,,
